,id,title,language_code,description,similar_books,ratings_count,num_pages,text_reviews_count,average_rating,Action,Adventure,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,War,Action_b,Adventure_b,Crime_b,Documentary_b,Drama_b,Family_b,Fantasy_b,History_b,Horror_b,Music_b,Mystery_b,Romance_b,War_b
493912,8016038,Forensic Psychology: A Very Short Introduction,eng,"Lie detection, offender profiling, jury selection, insanity in the law, predicting the risk of re-offending, the minds of serial killers, and many other topics that fill news and fiction are all aspects of the rapidly developing area of scientific psychology broadly known as Forensic Psychology. This fascinating Very Short Introduction discusses all the aspects of psychology that are relevant to the legal and criminal process as a whole. It includes explanations of criminal behavior and criminality, including the role of mental disorder in crime, and it reveals how forensic psychology contributes to helping investigate the crime and catching the perpetrators. David Canter also explains how psychologists provide guidance to all those involved in civil and criminal court proceedings, including both the police and the accused, and what expert testimony can be provided by a psychologist about the offender at the trial. Finally, Canter describes how forensic psychology is used, particularly in prisons, to help in the management, treatment and rehabilitation of offenders, once they have been convicted.","['12217871', '7698899', '132908', '74637', '287847', '74653', '5115533', '74648', '11968513', '3206523', '3306986', '1406842', '2912446', '225550', '74660', '5997807', '8151688']",160.0,145.0,12.0,3.4,1.0,0.03261039734804502,1.0,0.03929962122246646,0.04323041500544684,0.025263716896013325,0.02702760716838902,0.02960314575613345,1.0,0.02211256022986048,1.0,0.026966409371614476,0.01966597434118324,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
267337,28380399,Pole Position,eng,"An alternate title/cover for this ASIN can be found .
Her best friend or her lover. How can she choose?
Jon's glamorous life as a racecar driver is poles apart from Anita's job in a bookshop, and he's drawn to her in a way he never imagined. After one unfaithful, soon-to-be-ex-wife, and a revolving door of models and actresses, Jon finds Anita's innocence and vulnerability a breath of fresh air.
Anita's abusive ex-boyfriend left her running scared of any kind of relationship. Picking up the pieces of her life is hard, but her best friend since childhood, Danny Webster, is only too willing to help. And then she meets Jon. He completes her in a way Danny never could.
She doesn't expect the men to hate each other on sight. Losing Anita isn't an option for Jon or Danny, but only one man is in the perfect place for her heart.",[],19.0,279.0,9.0,3.47,1.0,0.15874260764322665,1.0,0.12968379663512045,1.0,0.16406709990173762,0.15957355813964028,0.13137233982377397,0.15526274712416038,0.13615407825894893,0.16138366117745448,1.0,0.10577794814850355,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
400494,18509642,100 of the Worst Ideas in History: Humanity's Thundering Brainstorms Turned Blundering Brain Farts,eng,"From politics to pop culture, fashion, sports, and more, this collection of facts, photos, and ""Top 10"" lists chronicles history's famously bad ideas.
Includes ideas like:
- The inventor of Coca-Cola trying to sell the cocainelaced syrup as a health-care product
- The official who postponed President McKinley's meeting with the inventor of the bulletproof vest right before he was shot
- M&Ms turning down the greatest product placement opportunity in movie history because seeing E.T. eating their candy might ""scare"" kids","['13084838', '18656034', '18774972', '120793', '22822904', '18730687', '25073668', '15811555', '18583369', '2998054', '200762', '9251569', '13586877', '6818004', '20775025', '18841337', '18090085', '18341879']",126.0,278.0,33.0,3.22,0.032790402614516316,0.0323657890065375,0.026389766008338308,1.0,0.03284512448308872,1.0,0.027150308400302185,1.0,0.025990221793082934,1.0,0.023618705735284993,0.02750223572408979,0.02161485349190809,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4794,939219,The Amazing Dr. Darwin,eng,"Not thatDarwin--his grandfather!
18th Century Europe: It is an age when superstition is beginning to give way to the force of human reason, and no man so fully embodies the spirit of the times as Dr. Erasmus Darwin. Thinker, healer, and explorer of the bizarre and the seemingly supernatural, no mystery can stand for long against Darwin's enlightened analysis. And there are far more mysteries than history know...
For Erasmus Darwin's world is filled with oddities that most cannot believe: from unknown beings lurking just outside the boundaries of civilization, to anomalies that even the greatest natural philosophers will be hard-pressed to explain, to mysterious deaths that give rise to fears of malevolent sorcery.
And when the renowned Dr. Darwin is called upon to heal a man dying of an ailment that seems impossible, he has no idea that it is the beginning of a quest that will lead him to the darkest corners of Europe, and a stunning encounter with the most famous inhabitant of a certain Scottish loch...",[],61.0,336.0,9.0,3.4,0.09776752899758455,1.0,0.07569503794443928,0.08144552978069548,0.08705977127769454,0.075193800713323,1.0,0.08152619872273052,1.0,0.06291050698577942,1.0,0.07501000702498073,0.06255190202401499,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
444953,22921102,J,eng,"Set in the future - a world where the past is a dangerous country, not to be talked about or visited - J is a love story of incomparable strangeness, both tender and terrifying.
Two people fall in love, not yet knowing where they have come from or where they are going. Kevern doesn't know why his father always drew two fingers across his lips when he said a world starting with a J. It wasn't then, and isn't now, the time or place to be asking questions. Ailinn too has grown up in the dark about who she was or where she came from. On their first date Kevern kisses the bruises under her eyes. He doesn't ask who hurt her. Brutality has grown commonplace. They aren't sure if they have fallen in love of their own accord, or whether they've been pushed into each other's arms. But who would have pushed them, and why?
Hanging over the lives of all the characters in this novel is a momentous catastrophe - a past event shrouded in suspicion, denial and apology, now referred to as What Happened, If It Happened.
J is a novel to be talked about in the same breath as Nineteen Eighty-Four and Brave New World, thought-provoking and life-changing. It is like no other novel that Howard Jacobson has written.","['25622258', '20262498', '13450347', '18481000', '20663749', '18212386', '12383443', '22543699', '15797182', '14569975', '11700333', '21053389', '18586491', '24440615', '18143974', '21023409', '21535525', '18453074']",6.0,272.0,4.0,2.92,0.17647550916433785,1.0,0.1539859840580168,0.18830360961006934,1.0,0.18016510232981522,1.0,0.1870373324401244,0.1405480581799636,0.16555119056047374,0.1521439353729036,1.0,0.1536490209520983,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
291166,7025097,"Insatiable (Insatiable, #1)",en-US,"Sick of hearing about vampires? So is Meena Harper.
Meena Harper is familiar with the supernatural. After all, she knows how you're going to die. (Not that you're going to believe her. No one ever does.) But not even Meena's precognition can prepare her for Lucien Antonescu--whom she meets and then makes the mistake of falling in love with--a modern-day prince with a bit of a dark side for which an ancient society of vampire hunters would prefer to see him dead.
The problem is Lucien's already dead. Maybe that's why he's the first guy Meena's ever met with whom she could imagine herself having a future. See, while Meena's always been able to see everyone else's destiny, she's never been able to look into her own. Lucien seems to be everything Meena has ever dreamed of in a boyfriend, though he might turn out to be more of a nightmare.
So now would be a good time for Meena to start learning to predict her own future... if she has one.","['20642933', '18051365', '23556953', '638734', '22494669', '8272495', '20556470', '16088158', '23574443', '13410071', '9541850', '8075161', '11483315', '7095686', '7618386', '18136090', '33536']",409.0,451.0,89.0,3.44,0.07941045195983126,0.07141705027410905,0.06588892913377359,0.057343023456241454,1.0,0.07028197531625935,1.0,0.05722350667744725,1.0,0.06042230571940735,0.073365597756072,1.0,0.04796245331087553,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
71381,18375193,The Lawyer and the Outlaw Biker,en-US,"Warning! This 10,000 word, female point-of-view story contains a strong, dominating biker, an uptight, Armani-suited lawyer with a thousand secret fantasies, and hot, hot impregnation sex. It also contains more romance than you may be used to from me ;)
Miranda has spent her whole life following a plan, and her dark fantasies about rough, dominating men have remained no more than daydreams. But when she breaks down on a desert road and accepts help from muscled biker Kyle, she has to make a decision: take the safe, sensible course of action or give herself up to her lust?
She doesn't know that this biker's after more than just sex. Kyle doesn't believe in condoms, and he wants his new girl bred. Miranda's about to discover that the best things in life are unplanned...",[],87.0,42.0,4.0,3.43,0.11480743902592838,0.10959193076728009,0.11214700879993914,0.10162928537282445,1.0,1.0,1.0,0.10536289269050489,0.10235817265578957,0.09538388089705438,0.10595615987468236,1.0,0.07444134024979795,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
135576,30358696,Deep Down in His Blood,eng,"""Do you want me to get you wet?"" Derek asks, low now, like a growl.
Teen Wolf, Derek/Stiles
3,718 words, complete",[],1.0,9.0,1.0,3.0,1.0,1.0,0.03119347673312364,0.021179772580940875,0.028706637272484563,1.0,0.032967625526239795,0.016444681635935786,1.0,0.02847347083933183,0.028019545579648978,0.02861275104262559,0.014045496440946565,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
445702,18339535,The Singing Swans of Lake Los Carneros,eng,"Lake Los Carneros, located in Santa Barbara, California is home to many birds and animals. Author Lizbeth Kyle-Savage tells the tale of two Mute Swans, Jacob, and Safira, that call the lake home and often watch out for other waterfowl that live on the lake. This is a Christian children's story about neighbors helping neighbors in difficult times.",[],1.0,18.0,1.0,3.0,0.08088218653842998,0.0915647684197296,0.08192544036034577,0.08714215388149676,1.0,1.0,1.0,0.09020633484422375,0.08976337141088653,0.08640027992295507,0.08337280020446604,1.0,0.0614274830596433,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14635,8564912,Voltaire's Calligrapher,eng,"Dalessius is twenty when he comes to work for one of the Enlightenment's most famous minds, the author and philosopher Voltaire. As the great man's calligrapher, Dalessius becomes witness to many wonders--and finds himself in the middle of a secret battle between the malevolent remnants of the all-but-dead Dark Ages and the progressive elements of the modern age.
The calligrapher's role in this shadowy conflict will carry him to many perilous places-- through the gates of sinister castles and to the doors of a bizarre bordello; toward life-and death confrontations with inventive henchmen, ingenious mechanical execution devices, poisonous fish, and murderous automatons. As the conspiracy to halt the Enlightenment's astonishing progress intensifies, young Dalessius's courage--as well as Voltaire's unique cunning and wit--are put to the ultimate test as they strive to ensure the survival of the future.","['6072232', '8588957', '8547207', '10320885', '10175072', '9280057', '102137', '10176352', '2321054', '6665902', '440329', '7207765', '8089555', '8087046', '6881498', '8049140', '7456030', '9721966']",246.0,160.0,48.0,2.98,0.13678460058780842,0.12811930799705282,0.12016932196226628,0.10964409782708041,1.0,0.11104761578147557,1.0,0.11471067322141246,1.0,0.08820321510237175,1.0,0.12958576631378088,0.09031324706060186,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
74732,17278708,Room Service,eng,"Although she is a bestselling author of erotic romance, Natasha Raven has never penned a sex scene. Her sister, Liza, was responsible for the sizzle in Natasha's books - until she passed away only months ago. Now Natasha must write the scenes herself. Trouble is, she hasn't a clue what to write and being a virgin doesn't help. When she is invited to speak at a conference workshop titled 'From Your Sheets to the Page,' Natasha panics. But a suggestive wink from a young hotel staffer named Jace gives her an idea. But will she go through with it? And is Jace all that he seems?",[],24.0,45.0,9.0,3.29,0.03694538709592817,0.035552498761463464,0.04002643167662535,0.026226658642257837,1.0,0.040802300506468644,1.0,0.03238902894087622,0.043816025236105983,0.04010611808617931,1.0,1.0,0.02521130912589463,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
257584,10699126,The Abbey,eng,"Ash Rashid is a former homicide detective who can't stand the thought of handling another death investigation. Another year, and he'll be out of the department completely. That's the plan, at least, until his niece's body is found in the guest home of one of his city's most wealthy citizens. The coroner calls it an overdose, but the case doesn't add up.
Against orders, Ash begins a danger-filled investigation to find his niece's murderer, but the longer he searches, the more entangled he becomes in a case that hits increasingly close to home. If he doesn't solve it fast, his niece won't be the only family member he has to bury.","['11244912', '488521', '9408384', '11667409', '8699850', '11225796', '10150638', '20707136', '10176555', '11531104', '238446', '1519192', '12299102', '907877', '775996', '2891795', '6746900']",3731.0,401.0,319.0,3.35,1.0,0.11183150521377405,1.0,0.09096170075761678,0.13447329965107235,0.1212858258053216,0.11119389029237998,0.08656537484620141,1.0,0.07646625694421409,1.0,0.106331507381801,0.06574265370361265,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
278211,1132332,"The World is Not Enough (Raymond Benson's Bond, #3.5)",eng,"The first time in print, this 30th novel featuring James Bond is based on the brand new United Artists motion picture starring the most popular Bond in years: Pierce Brosnan. Agent 007 is about to learn that the world is not enough for a twisted mind.","['2354010', '1100834', '391789', '2871107', '762719', '3261447']",221.0,247.0,9.0,3.45,1.0,1.0,0.0915903973290448,1.0,0.11747606161309235,1.0,0.12782627421724996,0.11140409685327571,0.0892806919313685,0.10704805388197373,0.08902428091833813,0.10556575167487357,0.09562694219066295,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411514,12066925,First You Try Everything,en-US,"An engrossing tale of a marriage that's falling apart and a wife who will stop at nothing to keep it together.
From their early days in college, Evvie and Ben were drawn to each other by feelings of isolation stemming from their wounded childhoods, passionate idealism, and zeal for music. Sheltered by their love, they weathered the challenges and trials of the imperfect world around them. But as the years passed, they grew apart. Now Ben has his sights set on a completely different kind of future--alone, or with someone else.
Convinced that Ben cannot live without her, Evvie begins to unravel, as she obsessively devises ways to reclaim the love that she cannot let go of. She gambles on a spectacularly dangerous scheme, one that may ultimately have devastating consequences.
Jane McCafferty has written a highly original, utterly beguiling, and emotionally satisfying novel about marriage. Told from alternating viewpoints, this gripping, psychologically astute, and madcap novel illuminates the power of love to define and transform our lives, for better or for worse.","['9796542', '12977219', '12859592', '6868002', '12002088', '376628', '16042471', '11957608', '3622537', '6599282', '20530946', '8534671', '12160842', '1313298', '11916668', '136456', '12091789']",353.0,304.0,104.0,2.95,0.13111343483158525,0.13386361058464571,0.11577233971744479,0.12981095530198056,1.0,0.13829052717520623,1.0,0.12746461047744323,0.11281786088236942,1.0,0.1179009267014009,1.0,0.10331369496506759,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
129761,6428887,Pirate Latitudes,eng,"Jamaica in 1665 is a rough outpost of the English crown, a minor colony holding out against the vast supremacy of the Spanish empire. Port Royal, Jamaica's capital, a cut-throat town of taverns, grog shops, and bawdy houses, is devoid of London's luxuries; life here can end swiftly with dysentery or a dagger in your back. But for Captain Charles Hunter it is a life that can also lead to riches, if he abides by the island's code. In the name of His Majesty King Charles II of England, gold in Spanish hands is gold for the taking. And law in the New World is made by those who take it into their hands.
Word in port is that the Spanish treasure galleon El Trinidad, fresh from New Spain, is stalled in nearby Matanceros harbor awaiting repairs. Heavily fortified, the impregnable Spanish outpost is guarded by the blood-swiller Cazalla, a favorite commander of King Philip IV himself. With the governor's backing, Hunter assembles a roughneck crew to infiltrate the enemy island and commandeer the galleon, along with its fortune in Spanish gold. The raid is as perilous as the bloody legends of Matanceros suggest, and Hunter will lose more than one man before he finds himself on the island's shores, where dense jungle and the firepower of Spanish infantry are all that stand between him and the treasure.
With the help of his cunning crew, Hunter hijacks El Trinidad and escapes the deadly clutches of Cazalla, leaving plenty of carnage in his wake. But his troubles have just begun. . . .","['12860638', '15670', '17639', '7738022', '442239', '414397', '4558004', '143718', '18310315', '2048336', '81725', '24983750', '142473', '25733995', '20342517', '13588422', '3755222', '124115']",28498.0,312.0,3122.0,3.41,1.0,1.0,0.11474111152753036,0.10158458125874942,1.0,0.1330046457086766,1.0,0.1293601919522956,0.13078240163478894,0.09447067387341601,0.11748227876754883,0.12653443514207652,0.11359450906542257,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
444130,34822194,Daphne Wright - Emotional Archaeology,eng,"Daphne Wright is a contemporary artist who has developed an approach to her work that involves intensive research and psychological engagement.
This publication, the first survey of a practice she has developed over more than twenty years, considers her work as 'emotional archaeology' which, in media including sculpture, installation and sound, sculpture, drawing, photographs and film -- aims to uncover hidden truths.
The book includes two interviews with Daphne Wright as well as new essays by Penelope Curtis, Director of Museu Calouste Gulbenkian, Lisbon, and Xa Sturgis, Director of Ashmolean Museum, Oxford and Josephine Lanyon, curator of the exhibition, Emotional Archaeology.
Published on the occasion of the exhibition Daphne Wright: Emotional Archaeology, at Arnolfini, Bristol (30 September - 31 December 2016), Tyntesfield National Trust (10 September - 20 September 2016), and Royal Hibernian Academy (17 January - 26 February 2017).",[],1.0,144.0,1.0,3.0,0.04607063745293455,0.04348382411182199,0.044337622044875916,1.0,1.0,0.050410087314837745,0.0466122464702998,0.05595815497555978,0.04351201585445277,1.0,0.04720207749118003,1.0,0.03310701370640901,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
382897,2741736,Texas Wildflower,en-GB,"All her life, beautiful Shiloh Mulvane has wanted to follow in her father's revered footsteps as one of the Texas frontier's greatest detectives. Now, she finally has her chance --- by bringing sexy outlaw Justin McCord to her employer, a powerful judge who wants him to marry the daughter he allegedly compromised. But Justin has other ideas. The secret spy has a mission to complete, one that holds the fate of a free Texas in the balance. He knows what will happen once they reach Houston: he'll be forced into a sham of a marriage that will allow the corrupt judge to destroy the dream of Texas independence he's fought for, unless ... he's already married. In one bold moment, the tables turn, and Shiloh finds herself the captive of a new husband she cannot trust or completely resist. What begins as a desperate ruse soon leaves them both vulnerble to a passion as wild and unforgiving as the land they both love, even as they are pursued by those who would stop at nothing to destroy everything they hold dear ...","['545878', '2947885', '496054', '3578778', '16056392', '485437', '490418', '1732509', '13089930', '2023395', '15812250', '14138308', '6343282', '2754178', '3607051', '1790949']",323.0,416.0,32.0,3.47,1.0,0.15209346938801324,0.14935508920183596,0.10376770526365653,1.0,0.1432626934850225,1.0,0.11804298808833619,0.1359467686037485,0.11541103447394016,0.14832651970657187,1.0,0.09367231246913531,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
266731,6251698,Son of a Witch (The Wicked Years #2),en-US,"The Wicked Years continue in Gregory Maguire's Son of a Witch--the heroic saga of the hapless yet determined young man who may or may not be the offspring of the fabled Wicked Witch of the West. A New York Times bestseller like its predecessor, the remarkable Wicked, Son of a Witch follows the boy Liir on his dark odyssey across an ingeniously re-imagined and nearly unrecognizable Land of Oz--a journey that will take him deep into the bowels of the EmeraldCity, lately abandoned by the Wizard, and into the jaws of dragons. At once a grim fairy tale and an uplifting adventure, Son of a Witch is a true wonder.","['316113', '84537', '2141877', '126437', '11779366', '478846', '289695', '24937', '7551580', '12605395', '36642', '43805', '405586', '81038', '24938']",150.0,352.0,11.0,3.46,0.12420985093868378,1.0,0.10234410299246008,0.09609549862545885,1.0,1.0,1.0,0.10326794252003117,0.12376451655154556,0.09121910364029642,0.11481338603286574,0.12747667060925252,0.06657427188593225,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
330287,14061512,The 13th Witch (Complete Trilogy),eng,"My name is Lucy and I was normal once. When I turned 18, everything changed. I found out I was a witch. Add in the hot guy that's been sent to protect me and we have a whole new set of problems. Now I have to save the world and myself while trying to figure out this love thing.
(This ebook contains books one, two and three.)",[],40.0,254.0,7.0,3.1,0.1879333875957417,1.0,0.16038699155029187,0.14408913112534763,0.18717455680334755,1.0,1.0,0.147263703078736,0.16389937096505033,0.14843769249891123,0.15417590885289,1.0,0.13107789830521735,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
252401,22907101,"Hypothetically: Wolfsbane (Famous Last Words, #1)",eng,"Sterek
""So,"" Stiles says, resting his elbows on his knees and settling his chin in his hands. ""Hypothetical then: one of you guys gets dosed with some sex wolfsbane - how do we deal with it?""
Words:7086 complete",[],36.0,21.0,14.0,3.03,1.0,0.054097057498672184,1.0,0.04621625496987238,1.0,0.04943077922640364,0.05547506586642081,0.046012293214693835,0.05770914084994314,0.05262729982331615,0.052155891699830925,1.0,0.037394142108646895,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
286001,25509304,"Straight Mate (Strays, #5)",eng,"[Siren Classic ManLove: Erotic Alternative Paranormal Romance, M/M, shape-shifters, HEA]
Parker Shea was granted the most handsome, caring, loving mate in all of shifter history as far as he was concerned. They were best friends and loved each other dearly.
Noah West did love Parker. Parker was the best friend a man could ask for, but he wasn't in love with Parker because Noah was straight. Noah wanted them to find spouses but remain friends.
Parker couldn't bear to see his fated mate falling in love with someone else, so he leaves. Only an order from his alpha, Ben Martin, causes him to return to the Strays Pack three years later.
Noah snatches this opportunity to repair the relationship with his mate. Parker is excited to have Noah finally pursuing him until Parker's past makes an appearance. Can Noah let down his guard and go with his mating urges or will Parker's past be too much for him to overlook?",[],29.0,125.0,7.0,3.38,0.07729978079390828,0.08208538469022186,0.07177877014746335,0.05499056946480709,1.0,1.0,1.0,0.059566781135757196,0.07116413598383604,0.07524805575848248,0.07092934162530645,1.0,0.04734606534685537,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
44267,11460873,Running from the Past,eng,"Deputy Sheriff Ford Mitchell has made what might be the biggest arrest in the history of Eagle River, Alaska. Noah Beckett is wanted on four outstanding warrants for drug charges and one for questioning in the murder of a prostitute. All Ford has to do is deliver his prisoner to the DEA in Miami and he can wash his hands of him - a task that would be a whole lot easier if Noah wasn't also the man Ford loves.",[],57.0,36.0,15.0,3.47,1.0,0.0800345347999895,1.0,0.07347441038317491,0.10221538811449271,0.055750577337240585,0.07645514364449604,0.0744393426479453,0.09219164228709671,0.06664609308217291,1.0,1.0,0.05893971185494042,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
569531,19542292,"Vengeance of Segennya (Birthright Secrets, #1)",eng,"Segennya is no stranger to wars of power and bloodshed. It is a fact that Liz, a hired blade living in Ravenwood's Lower Quarter, is all too familiar with as well. For a while it seems the cycle has been broken; a sense of normal has been established through the current group's blind eye to everything but their own desires. Liz has her own normal, working for her Lord and is simply content with that. Until one night...
One night Liz's entire world crashes down, her code of honor shatters and she is sent fleeing from a burning city. Questions need answer but first Liz must reunite her family that survived and decide what lies ahead. As things become clear in regards to what happened the full plan is made- those responsible must pay.
Setting out to parts unknown Liz finds herself the rallying point to something much larger. Threads are being cast all over Segennya entwining strangers as allies. The success of their mission hinges on Liz's answer to one question. A question that has a right answer, but it is one that Liz must choose between need and personal comfort to give.","['20434425', '18395308', '21400342', '18756439', '18805341', '12638672', '19546072', '20930342', '18667247', '17406980', '17337863', '18240134', '18782110', '20336662', '21479766', '18462811', '20432747']",4.0,338.0,2.0,3.2,1.0,1.0,0.13407558792476587,0.12838887037341112,1.0,0.1327224015469522,0.14718718299935138,0.14011458935746376,1.0,0.10510522883236022,0.1392861414667049,0.12994294663551761,0.13734049273550725,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
401306,7489522,Alexander in Babylon,eng,"Wassermann, a German Jew, wrote Alexander in Babylon in 1905. An English edition came out 44 years later. It's similar to Butts, Berkovici & Mann in style. Like Butts, it's a highly poetic, romantic novel, full of symbolism. F.i., after Hephaistion's death, when a troubled Alexander has gone off by himself, he takes a wild night ride across a Persian prarie, his horse out of control. He's finally able to bring the beast back to camp where ""it gave vent to a heartbreaking cry. Then it collapsed. A huge scorpion clung to its flank."" This is a significant turning point. The book is full of similar moments. Some work better than others, but overall, the effect is to pull readers into a dreamlike world intersecting history & myth. Like other early romantic-influenced writers, he's less concerned with history than with meaning. In the same vein as Plutarch centuries earlier, Alexander in Babylon is a moral tale, about power & the corruption of power, fate & trust. We're given the last 18 months of the life of a confused world conqueror. Hephaistion is the devoted friend who discovers the man to whom he originally committed himself no longer exists, &, learning this, loses his will to live. There's Arrhidaios, the unlucky brother who lives in Alexander's shadow & has lost the ability to know dreams from reality. Finally, there's the priestess-witch Liblitu, a fictional figure serving a symbolic function.
Historically speaking, much is wrong. Wassermann conveniently collapses events. It begins in the Gedrosian desert disaster & goes from there. Hephaistion dies not at Ekbatana, but at Opus. Alexander then takes off by himself for a while until a sign (the scorpion) convinces him to go to Babylon, where things close with the mortal end of he who thought himself a god. History isn't the point. The novel is mythic. Like Payne's Alexander the God, or Mann's odd work, it's more an early historical fantasy than historical fiction.
As with other early novels, this book would probably appeal mostly to those readers who have an interest in the late romantic era. It's beautiful in terms of language, symbol & poetry, with an eerie ability to suck one in.",[],2.0,167.0,1.0,3.33,0.13719651269569536,0.1436819369777344,0.11690642937435862,0.14284656111702518,1.0,0.13312746937612036,1.0,1.0,0.12782942107642184,0.11373959160321662,0.12442484730683474,1.0,0.1071355985681804,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
450462,21502848,All Things Unforgiven,eng,"In the volatile interior of Old Hyderabad, where the majestic tops of its extraordinary mosques stick out into the serene skies, lives a south Indian family, steadily descending into ruin.
Passionate and ambitious Anasuya dreams of bettering her education, but when she discovers her husband's affair, she is consumed by a desire to exact revenge.
Bright and joyful Rushi, brimming with resolutions and desires, believes in loving all humanity. But in a moment of frenzy he nearly kills his wife.
Growing up in this oppressive midst is their son, the spirited, sensitive Arya, unwavering in his love for them, but who from early on develops disturbing tendencies.
And when Arya, having left for America as a young man filled with shame, returns home in a troubled state, everyone's lives are changed forever.
Immersing the reader in cultural and moral dilemmas of modern India, All Things Unforgiven is an unsettling debut novel that depicts the whole of this south Indian family and charts their descent into oppression and violence - and their strivings for forgiveness and love.
All Things Unforgiven is the first English language novel published by Saaranga Books, a new publishing house committed to presenting high quality south Indian fiction.","['7919341', '22908650', '14743860', '28277145', '15942546', '7815568', '23035984', '6081785', '20928293', '20342500', '29741602', '23523272', '12804805']",5.0,334.0,3.0,3.4,0.1384238533739219,0.1356819476386413,0.13964486048935032,0.11394003292273357,1.0,1.0,1.0,0.1287336135263017,0.14394072151858506,0.1165389549209443,0.1412596970368806,1.0,0.0891929963956152,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
524657,13485393,"Arcanum 101  (Diana Tregarde, #0.3)",eng,"Tomas Torres never though that saving his baby sister would only be the start of his problems, but from the moment he threw the fireball at the robber at the corner store, his life went from bad to weird. First he found himself using his new power to set fires for the local loanshark, then he was facing a choice between prison and being stuck in a reform school in the middle of nowhere. Now he's being bossed around by a (literally) hot little chica, facing off monsters, and trying not to flunk math. Oh, and not die.
And it's only Tuesday.","['2087368', '7923163', '11817581', '17281718', '20987583', '11983748', '17864398', '13227699', '40864', '17367172', '25606306', '287109', '6470498', '6943914', '6364657', '13644998', '25225740', '21448636']",562.0,195.0,51.0,3.36,0.0942816448644914,0.08490903376390012,0.08951465983330738,0.07447242976763054,1.0,1.0,1.0,0.07083145164124408,0.0903816730039326,0.07619133451720726,0.07727207929181497,1.0,0.047725868143451824,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
192301,25508077,Living in the Philippines,eng,Filipino Life,[],1.0,191.0,1.0,3.0,0.08145165953304218,0.07963964740393521,0.08912430480289643,1.0,1.0,0.09222393116000684,0.09470254995905986,1.0,0.07573246985627147,0.0818537297184707,0.07530544166259544,1.0,0.0650844695653996,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
