,id,title,language_code,description,similar_books,ratings_count,num_pages,text_reviews_count,average_rating,Action,Adventure,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Thriller,War,Action_b,Adventure_b,Crime_b,Documentary_b,Drama_b,Family_b,Fantasy_b,History_b,Horror_b,Music_b,Mystery_b,Romance_b,Thriller_b,War_b
528856,17557765,Insane City,en-US,"Seth Weinstein knew Tina was way out of his league in pretty much any way you could imagine, which is why it continued to astonish him that he was on the plane now for their destination wedding in Florida. The Groom Posse had already sprung an airport prank on him, and he'd survived it, and if that was the worst of it, everything should be okay. Smooth sailing from now on.
Seth has absolutely no idea what he's about to get into. In the next several hours, he and his friends will become embroiled with rioters, Russian gangsters, angry strippers, a pimp as big as the Death Star, a very desperate Haitian refugee on the run with her two children from some very bad men, and an eleven-foot albino Burmese python named Blossom. And there're still two days to go before the wedding.
As it turns out, it's not smooth sailing, it's more like a trip on the Titanic. And the water below him is getting deeper every minute. By the end, amid gunfire, high-speed chases, and
mayhem of the most unimaginable sort, violent men will fall, heroes will rise, and many lives will change.
Seth's, not least of all.","['6672751', '12915276', '183682', '16418', '14433771', '16089591', '16079339', '501004', '995157', '1516197', '13812173', '553098']",446.0,353.0,10.0,3.7,1.0,1.0,1.0,0.09875065078115625,1.0,0.11921710743294929,0.10784245515483197,0.10297058037198735,0.1106134059820062,0.09674253218334293,0.0998301318325579,0.12507908836858067,0.12593312459240064,0.08754747280987282,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487120,18626697,"Enter at Your Own Risk: Dark Muses, Spoken Silences",eng,"Some of the most enduring masterpieces of Gothic fiction are as intriguing for the stories they don't tell as for those they do. The voices hidden in the wall of Edgar Allan Poe's ""The Black Cat;"" the secrets buried beneath the earth of Sleepy Hollow in Washington Irving's legendary Headless Horseman tale; the dreams of a monster and an ancient book with a life of its own in H.P. Lovecraft's ""The Call of Cthulhu;"" and stories that reveal Polidori's hypnotic, archetypal Vampyre as far more than what he first appears to be. In Firbolg Publishing's third volume in the Enter at Your Own Risk series, ten modern storytellers reimagine the mysterious characters lurking within four classics of Gothic literature. As you read the original stories, a sinister whisper drifts in on a cold chill. But there are other voices beneath the whisper. You can hear them crawling out of the growing darkness. Then the whispers become a scream...
With an introduction from acclaimed author Gary Braunbeck, Dark Muses, Spoken Silences invites you into the hidden shadows of four of the most famous dark fiction tales ever told.","['16073670', '10313783', '16038912', '18634843', '17369237', '16436853', '9729797', '751180', '29640444', '18629462', '30522020', '17707964', '6567484', '650746', '12729824', '24689551', '7043093', '22033894']",7.0,330.0,5.0,4.44,0.11693849051754275,1.0,0.09529742761171721,0.10257571265166755,0.10926116672069729,0.10787062895437843,1.0,0.08708455622511908,1.0,0.08258360016810065,1.0,0.0916610574520967,0.11967276563820924,0.06974944677778204,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7466,29252,Paths to God: Living the Bhagavad Gita,en-US,"For centuries, readers have turned to the Bhagavad Gita for inspiration and guidance as they chart their own spiritual paths. As profound and powerful as this classic text has been for generations of seekers, integrating its lessons into the ordinary patterns of our lives can ultimately seem beyond our reach. Now, in a fascinating series of reflections, anecdotes, stories, and exercises, Ram Dass gives us a unique and accessible road map for experiencing divinity in everyday life. In the engaging, conversational style that has made his teachings so popular for decades, Ram Dass traces our journey of consciousness as it is reflected in one of Hinduism's most sacred texts. The Gita teaches a system of yogas, or ""paths for coming to union with God.""
In Paths to God, Ram Dass brings the heart of that system to light for a Western audience and translates the Gita's principles into the manual for living the yoga of contemporary life.
While being a guide to the wisdom of the Bhagavad Gita, Paths to Godis also a template for expanding our definition of ourselves and allowing us to appreciate a new level of meaning in our lives.","['369821', '425030', '784357', '91197', '35320', '594396', '139393', '274726', '810280', '840918', '398051', '139359', '370997', '18147363', '136581', '965907']",446.0,352.0,30.0,4.3,0.0845868197462702,0.0830488937114625,0.07206314774946004,1.0,1.0,0.0848531482388254,1.0,0.07797347014401854,0.07275052139063978,0.07379101775099672,0.07077012831346102,1.0,0.08102006469605733,0.04803131420278223,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
390275,29440034,Tales from Watership Down,eng,"Watership Downwas one of this century's best-loved works of imaginative literature. Now Richard Adams returns, to tell us what happened to the rabbits after their defeat of General Woundwort.
Tales From Watership Downbegins with some of the great folk stories well known to all rabbits. Then Dandelion, the rabbits' master storyteller, relates the thrilling adventures experienced by Al-ahrairah, the mythical rabbit hero, and his stalwart, Rabscuttle, during the long journey home after their terrible encounter with the Black Rabbit of Inle (as told in Watership Down). Finally, in the principal part of the book, we are told eight enchanting stories about the rabbits of the Down-- Hazel, Fiver, Bigwig, and their companions--including the impact on the warren of the obsessive doe Flyairth, and the appointment of Hyzenthlay as a female Chief Rabbit and partner to Hazel.","['258568', '100684', '1032336', '23340', '292661', '891586', '948244', '144007', '425600', '92138', '119816', '2577172', '176521', '123174']",5.0,242.0,1.0,3.76,1.0,1.0,0.06656008862402508,0.07043740544953259,0.07713605422143707,1.0,1.0,0.07692300006764917,0.07668156986838101,0.060352595604542605,0.07244811708663725,0.06735244099391155,0.0752097630818644,0.05588670427052642,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196485,85747,Howl (includes: Leashed #1),eng,"A howling-good Halloween anthology with sexy werewolf tales from Jet Mykles, Raine Weaver, and Jeigh Lynn. Happy Howl-o-ween! Leashed: Two for One Deal by Jet Mykles An evil witch gives Meg two weeks to join his coven. Or else. The deadline? Samhain. What's a good witch to do? Magic, of course. She casts an age-old summoning spell to attract a shapeshifter to leash for her protection. It works, but it's a two for one deal: Rudy, a werewolf, and Michael, a werejaguar. Wolfe's Gate by Raine Weaver Grayson's a werewolf, who's sworn never to mate a human woman; he can't control the violence of his change. Red is the one woman who could make him change his mind. When Scarlett ""Red"" Grier meets Grayson Wolfe, she knows she has to have him. She's determined to bed this big bad Wolfe, even if it means risking her life. All Hallows' Moon by Jeigh Lynn Jill Parker is on her way to a Halloween party when she drives into a wolf. She gets the injured beast into her car, and to shelter. Turns out, Jill's wolf is a werewolf. And he claims that she's his mate. Jill thinks Dash is an outrageous playboy. Now it's up to him to convince her he's telling the truth. And that she should care.","['2048842', '2722652', '6475889', '2414516', '2972942', '157876', '1156511', '5197988', '20658211', '7079663', '3439778', '34775276', '1194443', '4026770', '5899622', '6386989', '29489']",407.0,352.0,23.0,3.72,0.14613133030554357,0.15022386280717584,0.13996496126667057,0.10319156469509158,1.0,0.14552853098381255,1.0,0.10452522149897613,1.0,0.10063543158404786,0.13887200977851827,0.14864571001354718,1.0,0.07770744260025023,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
307816,6424424,Keeping It In The Family,en-GB,"It's tricky for Niamh O'Flaherty, growing up in a North London home that's a shrine to all things Irish. But it's even trickier being an adult and realising that her family expect her to settle down with a nice Irish lad, especially now that she's living in Dublin. When Niamh finally meets the love of her life he is the last person she would expect to fall for her. Pierre is older and an intellectual, but she loves his ability to laugh at himself, his calmness and strength of character, and, of course, his stunning looks. There's just one problem: if Pierre's parents - Jean and Fleur - are sniffy about their pride and joy hooking up with a girl who writes a fluffy newspaper column, her parents, Mick and Annie, are going to go ballistic when they hear that their daughter intends to marry someone who couldn't be less Irish if he tried.","['6213655', '6930170', '1607808', '747777', '5554405', '3399423', '6411576', '7818243', '11924717', '3857232', '6758517', '6377447', '11745840', '2257071', '3407818', '632964', '13268870', '6839512']",335.0,357.0,27.0,3.88,0.14951711040803445,0.1537674100951781,0.13773908174974178,0.11359637985206066,1.0,1.0,0.16077535284379293,0.1258247496411727,0.15807328658942796,0.1254236407989196,0.1463142474044282,1.0,1.0,0.10209682601830652,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
350583,34297893,Perfect Anastasia,eng,"DRUGS ARE BAD!
This is the PERFECT scary short story to sober you up for life.
Andy Moretti doesn't have much luck with girls. But tonight, things are different. Tonight he's met beautiful Anastasia. And she'll go home with him, too. On one condition: Andy Moretti picks up drugs for her.
It's simple enough. Just jump into the dealer's car and exchange the money for the merchandise.
What could go wrong?
This short horror story is part gritty urban psychological thriller, part surreal dreamscape. It is a frightening tale of lust, unrequited love and excess deep within contemporary London's black, beating heart.",[],3.0,25.0,1.0,4.33,0.1461708842817109,0.1430788460091336,0.1421085739827584,0.13869923043982402,1.0,0.14341520381494083,1.0,0.14601896052894892,0.1481998980169569,0.1280888406927667,0.13512987830287299,1.0,1.0,0.10600440484462798,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
473890,25541772,"Object (Terran Times Second Wave, #23)",eng,"Tired of being a sex object on Earth, Bella tries to leave in order to find herself by hiding what she truly is. Confused? She is.
Bella has been trying to find a man who will see her for the smart and charming woman that she is. She wants them to look beyond the obvious. When she joins the Volunteers, she finds herself on a world where everyone around her hides their faces and you have to deal with their minds and positions in society. It takes getting used to, but she thrives.
Lord Akking runs a club where aliens can meet with the Kloa traders face to face. As Minister of Trade, Akking is cut a lot of slack, but when he has her assigned as his assistant, he has a lot more than just being face to face with her in mind.
Becoming the object of his affections is startlingly direct, and with nowhere to hide, she has to deal with her own desires and be honest about them.",[],70.0,67.0,4.0,3.87,1.0,1.0,0.10597353525245076,0.10259535918358155,0.12399468944170856,0.09977836478911736,1.0,0.09571247437957561,0.11040994174234257,0.08152817966162017,0.11081900127429802,0.11611923389056972,1.0,0.08450135490197616,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
416743,20364862,When It's Right (Mile High Romance #1),eng,"When Shane Greenly left his home in Casper Mountain, Wy, he was leaving more than just the closet. He needed a fresh start to pursue his dream of running a dog training ranch without having to deny who he really is. Meeting Alex was one of the best things that could have happened to Shane. They were at the beginning of a wonderful relationship when the unthinkable happened and Shane had to leave. The consequences of his past mistakes could not be hidden any longer.","['18164695', '18145584', '18080641', '18135311', '18052279', '18005163', '18046834', '18160845', '18281706', '6563753', '17924214', '18040767', '18240336', '18107270', '18206304', '18000606', '18276344', '18587799']",16.0,212.0,4.0,3.62,0.09334679217636993,0.09018430635988571,0.08887488417589151,0.07727581628827052,1.0,1.0,0.09647194668188604,0.06466658716391704,0.09459858088547109,0.07892638285014779,0.09140523272133315,1.0,1.0,0.05435784637203435,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
68552,26521344,A Time To Heal,eng,"When a drunk driver collides with your car and injures you, the last person you're expecting to be behind the wheel is your intoxicated wife making your time to heal a difficult journey. Dan O'Grady mourns the death of his wife, turning ironically to alcohol to numb the pain. Kelli Winsor is running from an ending marriage and has the urge to just start over after many bad decisions. Their lives are thrown together by a mutual friend and the compassion for each other's sorrows brings a new level of passion to the game. Getting over their stubborn habits and bruised hearts won't be their only dilemma. Their chance at a new and fresh start is sabotaged when someone begins meddling with their happily ever after.",[],5.0,322.0,3.0,3.83,1.0,0.1728911323696955,0.1601118067799132,0.13384422230643184,1.0,0.17547638137852706,0.16760018310888428,0.12499475619361054,0.1634092940465192,0.13409451565466501,0.16712804807059561,1.0,1.0,0.09407848674679761,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
189226,3270423,Suicide and the Soul,eng,"Prefatory Note
The Problem
Suicide Prevention: Viewpoints of Sociology, Law, Theology & Medicine
Suicide & the Soul
Death Experience
Meeting the Suicide Risk
Medicine, Analysis & the Soul
A Matter of Words
Healer as Hero
The Pathological Bias
Diagnosis & the Analytical Dialectic
Hoping, Growing & the Analytical Process
Medical Secrecy & the Analytical Mystery
References
Index","['907793', '123675', '976211', '415940', '180671', '725368', '715577', '863480', '903358', '229230']",3.0,191.0,1.0,4.24,0.023231631042967094,0.01707146592656346,0.023195955306318548,0.020403408084204665,1.0,0.013494836587662741,0.026366071184013594,0.018173601694115853,1.0,0.013145434623353708,1.0,0.018175889150214102,1.0,0.012959519238032784,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
353765,21455492,"Ashes, Ashes (Shadows in the Nursery, #3)",eng,"Ring around a rosie ... Leah desperately flees her past as a member of a gang and takes up youth work at a church in inner city Phoenix, Arizona. But when a coworker disappears and her brother dies of mysterious causes, Leah finds herself searching for answers in her past. More lives are claimed, and each victim sports classic signs of a deadly virus - an aggressive form of yersinia pestis, otherwise known as the Bubonic Plague. Leah panics as she realizes that each victim is linked to her past and a nursery rhyme with a dark history. In spite of the danger, Leah must confront the one person she fears most and unravel the mysterious rhyme in order to save her life and the lives of those she loves most.
Ashes, Ashes is the third book in the Shadows in the Nursery series by bestselling mystery and suspense writer and Christian author, Tamara Shoemaker. Her protagonists face the harsh realities of a dark world as they struggle with issues of faith, trust and forgiveness. But betrayal, secrets and evil surface in unlikely places; and tidy resolutions may not be realistic for these tortured souls.
Tamara Shoemaker has a gift for creating twisted plots that also speak to the heart of the human condition, trust and redemption.","['12169892', '16138637', '23479585', '16301437', '13505745', '6560146', '11716578', '1472216', '15770283', '17997266', '25954131', '7163815', '12485432', '14287560', '6324317', '9076955', '13631652']",26.0,204.0,6.0,4.0,0.13432690392053617,0.12908760278891462,0.11845910594839762,0.11104912154227282,0.12410954490484029,0.11065601396518059,1.0,0.09872692472804331,1.0,0.07748117521985907,1.0,0.09673533466144148,1.0,0.0747984146202588,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
461075,18665421,Almost Dead,eng,"A glitzy whodunit set amongst the Gold Coast elite and a hilarious romance between Macey Pentecost, the privileged teenager with a social conscience who just happens to see ghosts, and the good-looking surf champion Finn.
Macey's life has been turned upside down. Her mother has left, her father is absent and her two best friends (her brother Seth and his girlfriend Willow) are MIA. On top of that Macey is being visited by ghosts who need her help to 'move on'. But as wild as all that sounds, it's all under Macey's control until a rakish, good-looking spirit called Nick turns up ... in her bedroom!
Nick's a spirit with spirit who insists he's not dead, he's astral travelling and has a message for Macey: someone is out to get her. Macey's biting wit has got her in trouble before, so she's not surprised but when the threatening notes start turning up, she's seriously shaken. Does someone want her dead?
It's all rather disturbing but she's finding it hard to focus on who could mean her harm with the annoyingly handsome surf god Finn turning up at the most inopportune times and a father with a rather large surprise of his own.
Is it a case of bad timing? Or are these things somehow connected? And if they are, what on earth should she wear when she's solving the mystery?",[],69.0,400.0,24.0,3.97,1.0,1.0,0.16421868291965114,0.1148332427431564,0.183348844610554,0.1860921312734412,0.17249351674674834,0.11969611915938011,1.0,0.11985614216468725,0.17467894975598136,0.16825815326071297,1.0,0.10219628876250043,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
550922,31213678,Argyle Fox,eng,"Argyle Fox, with his signature style, wants to play outside on a springtime day, but the wind is wreaking havoc with his fun and games. As soon as he builds a card tower, climbs into a giant spider web, or takes up his pirate sword, here comes the wind: Woosh!
Mama Fox tells grumpy Argyle that if he thinks long enough, he will come up with something to do. Following his mother's suggestion and inspired by her knitting, he works all the pieces of his day together and creates the perfect solution.
The story of Argyle teaches that failure is often a path to success and celebrates perseverance, creative thinking, and an old-fashioned springtime activity.",[],187.0,32.0,94.0,3.9,0.05270527287845861,0.06580435536531798,0.04842305803341894,0.057195200799008465,1.0,1.0,1.0,0.063404649094135,0.05544065950357461,0.05332823276990338,0.050718954976638905,1.0,0.055718224690353944,0.03941754510873432,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
135784,24451927,#GIRLBOSS,en-GB,"In #GIRLBOSSvertelt Sophia Amoruso het verhaal van haar ongelooflijke succes. Ze laat zien hoe iedereen succesvol kan worden, als je op jezelf vertrouwt en je instinct volgt.
Sophia Amoruso is de oprichter en CEO van kledingbedrijf Nasty Gal, een organisatie met een omzet van meer dan 100 miljoen dollar en meer dan 350 mensen in dienst. Maar het eerste wat ze ooit online verkocht was geen kledingstuk - het was een boek dat ze ergens gestolen had. Tot haar tweeentwintigste had ze allerlei verschillende baantjes en geen enkel idee wat ze wilde doen met haar leven. Toen besloot ze eens te proberen wat vintage kleding te verkopen op eBay. De rest is geschiedenis","['13623924', '18667872', '18330189', '25241664', '17333432', '14553696', '7187116', '17934399', '20587901', '23197565', '18114163', '3148320', '18594634', '15843166', '98047', '18052969', '18108757', '17210639']",335.0,241.0,49.0,3.71,0.0048033082263007456,0.004156100996079214,0.0036428890624670873,1.0,0.003945968676467676,1.0,0.0027971325665849763,1.0,1.0,0.0026202662900498374,0.00465378801314356,0.004584992284487367,0.005206279039820843,0.003752300051971365,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
279813,10851989,Ava The Sunset Fairy,en-US,"The Night Fairies' magic is missing --- and now Fairyland is in the dark!
Night is not right!
Nothing is more magical than nighttime! The Night Fairies are careful to keep it that way . . . until their special bags of magic dust go missing. Jack Frost and his goblins are surely causing trouble again. Now Fairyland and the human world are in the dark!
During Rachel and Kirsty's first night at Camp Stargaze, they notice that the sunset is . . . green! Can they help Ava the Sunset Fairy set things right?
Find the missing bag of magic dust in each book and help save the nighttime magic!","['17883971', '7943204', '4098929', '3059553', '13259676', '108981', '607480', '6948113', '6554991', '52781', '925490', '2015209', '5142057', '26587', '415400', '2525250', '6816750']",29.0,80.0,3.0,4.04,0.13972302887594976,1.0,0.10928329601855472,0.10113327142231643,0.1183777523872232,1.0,1.0,0.09487905504215297,1.0,0.09979388115979725,0.12736487504784166,0.1084728223262914,0.14078879774348024,0.09722170445094355,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
344878,29453805,"A Gathering of Shadows (Shades of Magic, #2)",eng,"Four months have passed since the shadow stone fell into Kell's possession. Four months since his path crossed with Delilah Bard. Four months since Rhy was wounded and the Dane twins fell, and the stone was cast with Holland's dying body through the rift, and into Black London.
In many ways, things have almost returned to normal, though Rhy is more sober, and Kell is now plagued by his guilt. Restless, and having given up smuggling, Kell is visited by dreams of ominous magical events, waking only to think of Lila, who disappeared from the docks like she always meant to do. As Red London finalizes preparations for the Element Games--an extravagant international competition of magic, meant to entertain and keep healthy the ties between neighboring countries--a certain pirate ship draws closer, carrying old friends back into port.
But while Red London is caught up in the pageantry and thrills of the Games, another London is coming back to life, and those who were thought to be forever gone have returned. After all, a shadow that was gone in the night reappears in the morning, and so it seems Black London has risen again--meaning that another London must fall.","['23299512', '25863014', '20443235', '15773979', '23943137', '10165761', '23909755', '20344635', '17410991', '15714476', '25446343', '26228034', '22567177', '17378527', '20256261', '28448239', '29236299', '20753341']",39.0,16.0,15.0,4.32,0.07558855106571008,1.0,0.06966548334079636,0.07436469733943199,0.08519823695647981,1.0,1.0,0.06169324210964452,1.0,0.06956048102504934,0.07675760068105025,0.07767941976707894,0.07790568394932004,0.04643079737954537,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
434302,22859497,Etta and Otto and Russell and James,eng,"A gorgeous literary debut about an elderly woman's last great adventure walking across Canada. A beautiful novel of pilgrimage, of fulfilling lifelong promises, of a talking coyote called James, of unlikely heroes and hundreds of papier-mache animals...
Eighty-two-year-old Etta has never seen the ocean. So early one morning she takes a rifle, some chocolate, and her best boots, and begins walking the 3,232 kilometers from rural Canada eastward to the coast.
Her husband Otto wakes to a note left on the kitchen table. I will try to remember to come back, Etta writes to him. Otto has seen the ocean, having crossed the Atlantic years ago to fight in a far-away war. He understands. But with Etta gone, the memories come crowding in and Otto struggles to keep them at bay.
Russell has spent his whole life trying to keep up with Otto and loving Etta from afar. Russell insists on finding Etta, wherever she's gone. Leaving his own farm will be the first act of defiance in his life.
As Etta walks further toward the ocean, accompanied by a coyote named James, the lines among memory, illusion, and reality blur. Rocking back and forth with the pull of the waves, Etta and Otto and Russell and Jamesmoves from the hot and dry present of a quiet Canadian farm to a dusty burnt past of hunger, war, passion, and hope; from trying to remember to trying to forget; and inspires each of its characters to visit the sites they've longed to see and say the things they've longed to say. This is dazzling literary fiction about the rediscovery and care of the soul, and the idea it's never too late for a great adventure.","['22551750', '17910133', '18744034', '18490554', '17697817', '13330591', '17834903', '20660867', '20342579', '22138421', '22748021', '22208282', '23231115', '18143956', '335915', '17671886', '17620963', '16169861']",66.0,320.0,16.0,3.66,0.0747604128373078,0.08443454096143749,0.06571988146311782,0.0773493517039022,1.0,0.07855389847243463,0.07760135278878273,1.0,0.06504003257080644,0.0626348470540103,0.07021551812351084,1.0,0.0741741120379864,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
296334,18139232,"Kung Fu Kellie and the Legend of Anguo (Kung Fu Kellie, #1)",en-US,"A baby girl is discovered by a Chinese monk in the strangest place. After being unclaimed for some time, the Taiping monks decide to take her in and raise her as their own. The young girl loves her unconventional life at the monastery, studying everything from botany to kung fu, but one day, she is swept away and has to start a new life in another country with one of the monks, Master Chen. Kellie Wei adapts well to the American life until she learns the secrets that have been kept from her. Once she discovers that the monks at Taiping Monastery are in danger, and possibly because of her, she secretly travels back to China. Her two loyal friends, Jake Russo and Jory Stevens, don't take ""no"" for an answer and help her along her journey. The three adventurers discover a world they could have never imagined and Kellie encounters an enemy she didn't know she had.","['18245161', '17699276', '20686274', '17246906', '12136457', '762607', '26795717', '15811122', '10353844', '8467298', '833586', '4555281', '13659310', '10956242', '13452967', '1737400']",10.0,414.0,2.0,4.25,1.0,1.0,0.24330913793480907,0.2462131253686359,1.0,0.2795403835612186,1.0,0.23939335639419765,0.24864128323752402,0.21770435163493287,0.23973914509783315,0.28719850698077987,0.27457255965947874,0.19409075811428805,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547516,16234191,"Holding Their Own III: Pedestals of Ash (Holding Their Own, #3)",eng,"Book three in Joe Nobody's popular series continues the saga of Bishop and Terri, as their post-apocalyptic world attempts to recover. Caught up in a power struggle to lead the recovery, the young couple are drawn away from their West Texas retreat and must use all of their skills to survive. The year is 2015 and the government of the United States has all but ceased to exist. The military controls some of the larger cities, but its loyalties are divided between the President of the United States and a new, growing organization called The Independents. The Holding Their Own series, by bestselling author Joe Nobody, follows the adventures of a young couple as they survive in a world where anarchy prevails and society struggles to establish rule of law. In Pedestals of Ash, the third book in the series, Bishop and Terri are pulled away from their secluded retreat and thrust into the power struggle to rule.","['22874371', '23124005', '29335408', '331445', '25094517']",361.0,250.0,11.0,4.21,1.0,1.0,0.16249517166010335,0.16266115862854652,0.19150891974061957,0.18313010473723731,1.0,0.16995051477624196,0.18765667504436703,0.13093375534380405,0.17590844267848474,0.16393524851245203,1.0,0.15370345121540788,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
426051,287853,"Illegal Action (Liz Carlyle, #3)",en-US,"The third thriller from the former head of MI5, featuring MI5 officer, Liz Carlyle.
Liz Carlyle has been transferred to Counter-Espionage, along with her research sidekick Peggy Kingsolving. Once the hub of MI5 operations, the department has been reduced in size since the end of the Cold War, and priority within the service is on counter-terrorism.
Yet there is plenty for Liz to do. In fact, there are more spies operating in London today than during the height of East-West hostilities. This includes Russian spies, who continue to operate in number. What has changed is their targets -- now they spy on the international financial community, as well as on the wealthy, influential Russian ""oligarchs,"" many of whom live in London.
Liz learns of a Russian government plot to silence one of these oligarchs, Nikita Brunovsky, who is an increasingly vocal opponent of Putin. How he is to be kept quiet is unclear, but since the Foreign Office dreads any kind of incident, Liz is assigned to keep it from happening.
To protect Brunovsky from his Kremlin foes, Liz goes undercover and joins the oligarch's retinue as she tries to determine who around the Russian might be willing to betray him, and hoping at the same time to learn the identity of a certain Russian ""illegal"" operative working undercover.","['711653', '926592', '858369', '6619908', '915931', '171618', '13167077', '576995', '6054413', '6086351', '1700125', '13548203', '728293', '2530391', '1871255', '2331470', '1055781']",14.0,464.0,5.0,3.67,1.0,0.08945296881221534,0.08417228595085395,0.0700796738970433,0.07839781534256844,0.06569334464293598,0.0691311169125619,1.0,0.0668734580963908,0.05993029862943741,0.0757999170922291,0.06682158930792226,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
329794,11903756,Half Brother,eng,"When Ben Tomlin's mother brings home his new ""baby brother,"" an eight-day-old chimpanzee, Ben is far from thrilled. His father, a renowned behavioral scientist, has uprooted the family and moved them halfway across the country, to Victoria, B.C., so he can pursue a high-profile experiment-- to determine whether chimpanzees can learn human sign language.
Zan must be raised exactly like a human. He's dressed in clothes and fed in a high chair and has a room full of toys and books. Ben is soon smitten. Joining the team of students who are helping with the experiment, Ben becomes both researcher and adored older brother.
Within months, Zan learns his first signs and becomes a media sensation. At his new school, Ben's life seems similarly charmed as he vies for the attentions of the beautiful Jennifer-- using his newly acquired scientific observational skills.
But when Project Zan unexpectedly loses its funding, Ben's father is under huge pressure to either make the experiment succeed or abandon it--and Zan. Unable to convince his father that Zan is now part of the family, Ben must risk everything to save his baby brother from an unimaginable fate.","['7743876', '9779939', '7872723', '5777306', '13591678', '1560517', '857657', '8318918', '7045236', '6693329', '7968436', '8078021', '7576979', '6690215', '4417012', '7140101', '1151375', '6659536']",119.0,377.0,33.0,4.04,0.12907398484378682,1.0,0.10898869536257183,0.09751276773793915,1.0,1.0,0.13020987153023744,0.10117050068486798,1.0,0.09401270968803956,0.11445164704243418,0.1323578282873782,0.1309440886730221,0.0658700911494482,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
243920,31927495,"Violet (Club Nymph, #1)",eng,"Angel is missing.
The trail ends at Club Nymph and that is where Dawn begins her search.
With no clues, Dawn does the only thing she can, she leaves Dawn behind and becomes Violet, a pole dancer looking for answers.
In the midst of dark and mischievous world, temptation surrounds Violet and knowing who to trust proves a perilous decision. While her nights are filled with seduction, she must protect herself at every turn.
Amidst danger and hidden agendas, it becomes a race against time.
Will she find the truth without endangering her own life or risking her heart in the process?
Violet is book 1 in a series, but can be read as a standalone.
Reader Advisory:This book contains a fierce heroine and not one, but two beyond hot heroes. Graphic, sexual content including menage. Intended for mature audiences.",[],49.0,279.0,41.0,4.25,1.0,1.0,0.11957949415637054,0.11653784422490646,0.13336612835135353,0.12345137798898154,1.0,0.11015045582333749,0.1196412421162941,0.10239024466841316,0.12078393155315705,0.11987923292408872,1.0,0.09162055995828902,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
